gene_human,gene,M_1_R1,M_1_R2,M_1_R3,M_2_R1,M_2_R2,M_2_R3,M_3_R1,M_3_R2,M_3_R3,H_1_R1,H_1_R2,H_1_R3,H_2_R1,H_2_R2,H_2_R3,H_3_R1,H_3_R2,H_3_R3,Gene description,Gene stable ID,Human gene stable ID,Protein stable ID,Protein.Group,Protein.Ids,Protein.Names,Protein.Group,Protein.Ids,Protein.Names
EIF5,Eif5,289327.6369,245857.1208,242119.3019,269442.1571,258955.7415,254381.9536,193804.9996,197873.9244,199688.8692,481531.988,539578.7728,502489.1319,547972.8278,540116.2845,529731.049,513826.8799,544287.7817,559283.8622,eukaryotic translation initiation factor 5 [Source:MGI Symbol;Acc:MGI:95309],ENSMUSG00000021282,ENSG00000100664,ENSMUSP00000126825,P55010,P55010,IF5_HUMAN,P59325,P59325;Q8BVV6,IF5_MOUSE
C19orf53,D8Ertd738e,296958.7203,222656.7062,232217.2348,269444.1759,197617.5309,213537.4048,154605.3374,180014.5244,158352.7164,116994.569,234390.9926,114269.834,94604.03244,55122.80611,81718.95554,144278.9845,0,242707.4132,"DNA segment, Chr 8, ERATO Doi 738, expressed [Source:MGI Symbol;Acc:MGI:1289231]",ENSMUSG00000019362,ENSG00000104979,ENSMUSP00000019506,Q9UNZ5,Q9UNZ5,L10K_HUMAN,Q8R1F0,Q8R1F0,L10K_MOUSE
DDA1,Dda1,279714.0129,257072.4127,236973.6425,271442.6636,308169.1719,267166.6253,188614.7226,190226.9763,184334.2163,281438.1269,295438.0518,262665.1092,274778.5775,370045.4594,333952.4008,332601.2644,345501.5659,353424.5624,DET1 and DDB1 associated 1 [Source:MGI Symbol;Acc:MGI:1913748],ENSMUSG00000074247,ENSG00000130311,,Q9BW61,Q9BW61,DDA1_HUMAN,Q9D9Z5,Q9D9Z5,DDA1_MOUSE
LZIC,Lzic,243646.6788,232434.2411,233654.8766,272945.7846,247871.8842,254449.0237,171847.4144,186631.6953,177161.8647,236917.5794,255623.0128,218585.7205,243775.4458,243852.4524,243450.1957,225070.2593,218150.1405,242664.8214,leucine zipper and CTNNBIP1 domain containing [Source:MGI Symbol;Acc:MGI:1916401],ENSMUSG00000028990,ENSG00000162441,ENSMUSP00000116150,Q8WZA0,Q8WZA0,LZIC_HUMAN,Q8K3C3,Q8K3C3,LZIC_MOUSE
MRPS33,Mrps33,340828.2465,260222.202,253185.8662,273042.7978,220314.0266,275518.6514,181929.1033,226245.8784,208321.1035,56585.67083,70953.11447,44952.36332,52470.43356,52249.65109,47019.43074,55466.33089,60330.98347,62144.00667,mitochondrial ribosomal protein S33 [Source:MGI Symbol;Acc:MGI:1338046],ENSMUSG00000029918,ENSG00000090263,ENSMUSP00000031978,Q9Y291,Q9Y291;C9JBY7,RT33_HUMAN,Q9D2R8,Q9D2R8,RT33_MOUSE
SSR3,Ssr3,136096.7823,194416.3304,199139.7021,273101.0227,308667.9614,306955.026,206202.4229,189261.931,210227.0379,220750.4178,212552.2059,217379.9813,248111.9853,245686.3526,239362.2389,250575.5145,234123.6598,251212.563,"signal sequence receptor, gamma [Source:MGI Symbol;Acc:MGI:1914687]",ENSMUSG00000027828,ENSG00000114850,ENSMUSP00000029414,Q9UNL2,Q9UNL2;C9JA28,SSRG_HUMAN,Q9DCF9,Q9DCF9,SSRG_MOUSE
COPE,Cope,286718.6343,253712.9405,251023.578,273238.165,254406.1105,267461.5534,175425.6774,182222.1211,171104.5277,151908.541,180024.5645,134765.2522,169742.2082,168085.6256,162550.9806,148350.8485,159086.9517,187084.4941,"coatomer protein complex, subunit epsilon [Source:MGI Symbol;Acc:MGI:1891702]",ENSMUSG00000055681,ENSG00000105669,ENSMUSP00000071078,O14579,O14579;M0QXB4,COPE_HUMAN,O89079,O89079;D3Z315,COPE_MOUSE
HNRNPK,Hnrnpk,277563.8251,257612.2487,236709.5743,273509.1583,248562.9339,225818.6186,178101.2962,155775.8447,151900.8473,2561161.795,2495952.854,2534192.674,2913050.286,2951655.981,2910421.64,2815033.583,2763020.678,2661887.07,heterogeneous nuclear ribonucleoprotein K [Source:MGI Symbol;Acc:MGI:99894],ENSMUSG00000021546,ENSG00000165119,ENSMUSP00000112104,P61978,P61978;Q5T6W2,HNRPK_HUMAN,B2M1R6;H3BJS9;H3BKD0;H3BKI8,H3BKI8;B2M1R6;H3BKD0;H3BJS9,B2M1R6_MOUSE;H3BJS9_MOUSE;H3BKD0_MOUSE;H3BKI8_MOUSE
MRPL53,Mrpl53,216489.114,247408.2003,256203.3893,273722.633,247428.7942,259768.3685,181618.5377,192827.356,164111.6771,192178.7693,223926.3066,205245.4114,254323.0716,228375.2118,251980.5333,203154.9146,239606.1548,247270.2252,mitochondrial ribosomal protein L53 [Source:MGI Symbol;Acc:MGI:1915749],ENSMUSG00000030037,ENSG00000204822,ENSMUSP00000109571,Q96EL3,Q96EL3;B9A051,RM53_HUMAN,Q9D1H8,Q9D1H8,RM53_MOUSE
CKS2,Cks2,284306.4204,267787.1418,219420.4076,273836.5906,275603.1062,296609.0629,192625.8658,178400.5536,198428.1666,111926.8917,96998.90955,96549.36322,137898.8211,117881.2223,134299.1355,139523.1121,125791.4389,128054.505,CDC28 protein kinase regulatory subunit 2 [Source:MGI Symbol;Acc:MGI:1913447],ENSMUSG00000062248,ENSG00000123975,ENSMUSP00000075250,P33552,P33552,CKS2_HUMAN,P56390,P56390,CKS2_MOUSE
ACAA2,Acaa2,275109.157,245209.3045,234802.3039,273932.8016,256400.3978,274869.763,181562.5333,180477.6493,172311.8029,183888.8577,178365.6626,177898.3644,220628.8973,209134.3629,202219.9604,192640.9143,195509.8435,200670.1683,acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase) [Source:MGI Symbol;Acc:MGI:1098623],ENSMUSG00000036880,ENSG00000167315,ENSMUSP00000037348,P42765,P42765;A0A0B4J2A4;K7EME0,THIM_HUMAN,Q8BWT1,Q8BWT1;A0A494B9J2,THIM_MOUSE
TOMM40,Tomm40,182450.2022,210987.2609,219687.9547,274105.8025,227876.6383,235382.5014,153969.0598,138579.0126,128116.1767,178692.0106,189027.2783,184456.9289,255926.2836,255209.9275,227009.6261,221895.4676,248557.0332,230276.8814,translocase of outer mitochondrial membrane 40 [Source:MGI Symbol;Acc:MGI:1858259],ENSMUSG00000002984,ENSG00000130204,ENSMUSP00000104090,O96008,O96008;K7EKG4,TOM40_HUMAN,Q9QYA2,Q9QYA2,TOM40_MOUSE
SRPRB,Srprb,198733.5407,229318.4309,223456.1314,275058.1244,260522.4646,276008.9245,153763.2712,151329.9359,152531.7566,210496.5098,213825.2555,196737.8114,250537.4717,257128.9267,241169.6609,229556.9561,242331.61,232545.023,"signal recognition particle receptor, B subunit [Source:MGI Symbol;Acc:MGI:102964]",ENSMUSG00000032553,ENSG00000144867,ENSMUSP00000035157,Q9Y5M8,Q9Y5M8;H7C4H2,SRPRB_HUMAN,P47758,P47758,SRPRB_MOUSE
PSPH,Psph,252332.3099,232656.9079,235437.3403,276068.4415,256836.5067,267218.2999,147523.4927,162379.9747,149457.2435,401128.7699,383657.7041,415451.9041,487382.0094,459074.6182,486275.8717,455252.521,482800.7861,466512.421,phosphoserine phosphatase [Source:MGI Symbol;Acc:MGI:97788],ENSMUSG00000029446,ENSG00000146733,ENSMUSP00000113671,P78330,P78330;C9JBI3,SERB_HUMAN,Q99LS3,Q99LS3,SERB_MOUSE
ADH5,Adh5,123341.7472,232389.4849,236703.4751,276569.2934,272868.8518,287101.4679,197373.5651,202409.596,199661.0004,350554.4406,397292.343,348675.0879,406808.685,367158.012,362615.0218,353500.2936,417749.1707,391840.8772,"alcohol dehydrogenase 5 (class III), chi polypeptide [Source:MGI Symbol;Acc:MGI:87929]",ENSMUSG00000028138,ENSG00000197894,ENSMUSP00000005964,P11766,P11766,ADHX_HUMAN,P28474,P28474,ADHX_MOUSE
LBR,Lbr,244655.8478,240794.0292,228555.3445,277123.5987,269119.5072,263166.8301,185345.4072,178373.9302,167996.7982,148480.7199,170235.85,146459.0207,158100.8022,158227.4658,151032.6569,149543.9421,147171.2938,162272.9713,lamin B receptor [Source:MGI Symbol;Acc:MGI:2138281],ENSMUSG00000004880,ENSG00000143815,ENSMUSP00000005003,Q14739,Q14739;A0A494C1L1;C9JXK0,LBR_HUMAN,Q3U9G9,Q3U9G9;A0A0A6YXW3;A0A0A6YW01;A0A0A6YXT6,LBR_MOUSE
SNRNP40,Snrnp40,286108.9789,260011.3145,249163.6337,277294.3838,259192.9317,280028.592,172926.2934,181737.3586,170006.5747,244009.7459,291698.4296,244641.9358,304827.6346,312869.8584,293644.3255,282558.0771,301447.5008,305638.3896,small nuclear ribonucleoprotein 40 (U5) [Source:MGI Symbol;Acc:MGI:1913835],ENSMUSG00000074088,ENSG00000060688,ENSMUSP00000101616,Q96DI7,Q96DI7;Q9NSS8,SNR40_HUMAN,Q6PE01,Q6PE01,SNR40_MOUSE
PRKCSH,Prkcsh,248572.4185,242302.7578,238131.0694,278158.7103,246187.5275,243425.1537,176483.0217,167713.1125,173042.5635,42919.63111,43442.38328,40362.22913,59533.82163,64096.38717,56126.33427,54622.86381,60098.69302,45253.39245,protein kinase C substrate 80K-H [Source:MGI Symbol;Acc:MGI:107877],ENSMUSG00000003402,ENSG00000130175,ENSMUSP00000149936,K7ELL7,K7ELL7,K7ELL7_HUMAN,O08795,O08795,GLU2B_MOUSE
DPYSL5,Dpysl5,232840.8938,270821.3638,280606.0342,278179.8503,302737.1051,301377.5232,205627.3545,204918.9996,200433.7591,729453.4494,748816.9649,736030.8512,855013.8898,839359.1835,842688.3865,815678.9112,842080.459,833381.2085,dihydropyrimidinase-like 5 [Source:MGI Symbol;Acc:MGI:1929772],ENSMUSG00000029168,ENSG00000157851,ENSMUSP00000110377,Q9BPU6,Q9BPU6,DPYL5_HUMAN,Q9EQF6,Q9EQF6,DPYL5_MOUSE
NAP1L4,Nap1l4,212275.4171,257253.394,256279.3424,280114.293,277228.7903,288676.4226,193895.6272,196218.2301,188337.2217,289310.3521,314227.9535,300818.1434,360462.4018,350410.7571,350721.4198,341135.0062,377916.3168,354532.2087,nucleosome assembly protein 1-like 4 [Source:MGI Symbol;Acc:MGI:1316687],ENSMUSG00000059119,ENSG00000205531,ENSMUSP00000072510,Q99733,Q99733;C9J6D1;C9JZI7;E9PS34;A8MXH2;E9PKT8;E9PJJ2;E9PNJ7;E9PNW0,NP1L4_HUMAN,Q78ZA7,Q78ZA7;B7ZNL2;A0A140LJB5,NP1L4_MOUSE
KHSRP,Khsrp,278762.3074,262946.9324,260223.5061,280578.6683,276353.8421,280084.7122,192456.4935,188870.7478,172711.4632,370165.8448,422019.8361,381905.3084,449706.5175,432681.4144,427857.919,413384.5434,433096.3509,435949.096,KH-type splicing regulatory protein [Source:MGI Symbol;Acc:MGI:1336214],ENSMUSG00000007670,ENSG00000088247,ENSMUSP00000007814,Q92945,Q92945;M0QYH3;M0R0I5;A0A087WTP3,FUBP2_HUMAN,Q3U0V1,Q3U0V1;A0A3B2WCD8,FUBP2_MOUSE
PSMG3,Psmg3,325155.2294,239336.7651,263433.4727,281185.4276,276385.5443,283190.7622,185201.0122,192005.3724,169695.7335,144821.1437,143288.7627,130066.8863,142366.8448,147318.2852,142203.8129,134322.5874,148142.4408,151596.2732,"proteasome (prosome, macropain) assembly chaperone 3 [Source:MGI Symbol;Acc:MGI:1913756]",ENSMUSG00000029551,ENSG00000157778,ENSMUSP00000031531,Q9BT73,Q9BT73,PSMG3_HUMAN,Q9CZH3,Q9CZH3,PSMG3_MOUSE
UBE2E1,Ube2e1,84312.71132,206176.195,241629.9854,281874.0823,270359.1018,266344.94,163032.8402,188362.9467,154273.9141,382004.4984,395730.1108,0,392369.319,364722.9167,380094.9932,360093.4419,433434.5484,0,ubiquitin-conjugating enzyme E2E 1 [Source:MGI Symbol;Acc:MGI:107411],ENSMUSG00000021774,ENSG00000170142,ENSMUSP00000022296,P51965,P51965;H7C061;C9J2P0;B7Z306,UB2E1_HUMAN,P52482,P52483;P52482;Q91W82;A0A286YE31;D3YXD1;D3YW10;H3BL69;H3BL23;B2FDH0,UB2E1_MOUSE
CFL2,Cfl2,238910.3747,296815.6776,286589.4539,282251.0478,302096.9442,301710.4946,188390.3308,188537.8253,180923.4235,313503.2052,285030.2303,292133.2901,325511.8066,287139.0154,307611.4587,299782.9743,313905.6475,296429.622,"cofilin 2, muscle [Source:MGI Symbol;Acc:MGI:101763]",ENSMUSG00000062929,ENSG00000165410,ENSMUSP00000152320,Q9Y281,Q9Y281;F8WDN3,COF2_HUMAN,P45591,P45591;A0A1Y7VJ71,COF2_MOUSE
SNAPIN,Snapin,205024.1255,209719.0014,231566.1228,283070.2634,255150.376,277257.2793,165071.226,160704.6918,168698.6042,331417.1758,368941.3875,345660.3541,413164.4503,446257.1711,432818.9941,422510.7102,417404.268,421246.078,SNAP-associated protein [Source:MGI Symbol;Acc:MGI:1333745],ENSMUSG00000001018,ENSG00000143553,,O95295,O95295,SNAPN_HUMAN,Q9Z266,Q9Z266,SNAPN_MOUSE
GNG12,Gng12,332682.2432,248588.192,274147.9107,283148.2375,319536.0215,354666.6823,182352.1549,211824.4321,193466.2815,602620.186,649381.6673,533202.2939,747856.169,832283.3065,769751.2912,714972.2796,676714.6673,711139.0323,"guanine nucleotide binding protein (G protein), gamma 12 [Source:MGI Symbol;Acc:MGI:1336171]",ENSMUSG00000036402,ENSG00000172380,ENSMUSP00000046557,Q9UBI6,Q9UBI6,GBG12_HUMAN,Q9DAS9,Q9DAS9;A0A0N4SW28;A0A0N4SVT3,GBG12_MOUSE
COPZ1,Copz1,318931.4037,281938.762,260916.7043,283811.2416,304484.4613,318493.2724,267137.4385,315576.4679,264865.3229,821623.0418,758034.8042,805889.8446,851199.7222,864896.1317,831589.488,790026.5185,724876.9383,753750.5718,"coatomer protein complex, subunit zeta 1 [Source:MGI Symbol;Acc:MGI:1929063]",ENSMUSG00000060992,ENSG00000111481,ENSMUSP00000154922,P61923,P61923;F8VXR1;F8VYZ4;F8VVA7;F8W156;F8VUC5;F8VXB1,COPZ1_HUMAN,P61924,P61924;Q8R3M1;A0A2R8VJV3,COPZ1_MOUSE
FEN1,Fen1,236382.6499,252492.686,256687.9599,283820.419,250880.6788,271707.5773,187905.8889,175721.8244,175465.2135,357099.5388,378008.21,345471.708,396187.2084,377298.7642,375670.8605,367529.7695,389815.1701,429558.0942,flap structure specific endonuclease 1 [Source:MGI Symbol;Acc:MGI:102779],ENSMUSG00000024742,ENSG00000168496,ENSMUSP00000117246,P39748,P39748;I3L3E9,FEN1_HUMAN,P39749,P39749;Q91Z50,FEN1_MOUSE
MCM2,Mcm2,218262.1901,254614.7208,248226.5722,284394.7225,266728.3975,273174.7478,163346.3076,170136.7528,157286.7937,134905.8035,142462.4116,136136.863,155683.9694,153353.3124,150524.5703,152014.2652,158478.6961,157889.1201,minichromosome maintenance complex component 2 [Source:MGI Symbol;Acc:MGI:105380],ENSMUSG00000002870,ENSG00000073111,ENSMUSP00000061923,P49736,P49736;H0Y8E6,MCM2_HUMAN,P97310,P97310,MCM2_MOUSE
ARF6,Arf6,219111.5972,299770.1154,272640.8007,284460.8807,299263.3424,281262.3792,161270.4219,159373.0407,163878.8538,224005.5183,258377.2945,215915.9125,294358.144,274743.5841,260734.6216,245522.5378,297428.6006,288972.3939,ADP-ribosylation factor 6 [Source:MGI Symbol;Acc:MGI:99435],ENSMUSG00000044147,ENSG00000165527,ENSMUSP00000055862,P62330,P62330,ARF6_HUMAN,P62331,P62331,ARF6_MOUSE
ATIC,Atic,276308.7082,283552.3855,278657.0367,284509.9703,291890.1245,278334.9013,200830.9447,206349.8798,205225.7108,286594.7362,323210.6711,283252.1156,326160.0597,315134.6153,306288.8408,295358.7188,328889.9618,337737.0401,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:MGI Symbol;Acc:MGI:1351352],ENSMUSG00000026192,ENSG00000138363,ENSMUSP00000027384,P31939,P31939;H7C1S2,PUR9_HUMAN,Q9CWJ9,Q9CWJ9,PUR9_MOUSE
LAP3,Lap3,208563.3839,252097.1372,255050.0557,284524.9094,271993.0265,272494.3484,186079.0155,185267.7092,179530.1542,188566.9485,200716.1214,184238.8355,212198.0138,216061.315,211917.6307,203093.2061,215280.2626,210812.1236,leucine aminopeptidase 3 [Source:MGI Symbol;Acc:MGI:1914238],ENSMUSG00000039682,ENSG00000002549,ENSMUSP00000040222,P28838,P28838,AMPL_HUMAN,Q9CPY7,Q9CPY7,AMPL_MOUSE
DCPS,Dcps,347964.7022,276535.7363,266024.2821,284734.011,276237.6,277932.1366,189968.5422,181369.9439,182961.1646,46605.18941,48491.49167,49221.70628,59476.53524,59681.91902,59960.75249,62010.77984,57375.99628,56205.74877,"decapping enzyme, scavenger [Source:MGI Symbol;Acc:MGI:1916555]",ENSMUSG00000032040,ENSG00000110063,ENSMUSP00000034539,Q96C86,Q96C86;A0A3B3ITF0,DCPS_HUMAN,Q9DAR7,Q9DAR7;Q3TBW9,DCPS_MOUSE
HNRNPR,Hnrnpr,305804.8395,273970.7423,268963.8708,285558.4624,289942.3126,293351.4757,200574.8004,206418.3553,197923.1162,495459.0032,522745.4454,485220.7863,595620.3922,581661.7967,578448.2899,538525.1413,539196.8931,557721.0209,heterogeneous nuclear ribonucleoprotein R [Source:MGI Symbol;Acc:MGI:1891692],ENSMUSG00000066037,ENSG00000125944,ENSMUSP00000138263,O43390,O43390;A0A6Q8PEX7,HNRPR_HUMAN,Q8VHM5,F7B5B5;Q8VHM5;S4R1E9;A2AW41,Q8VHM5_MOUSE
Snrnp27,Snrnp27,224243.8876,272996.0104,268421.4526,286247.1608,287298.4537,293890.2595,189800.2981,182959.7473,209232.9331,142574.9132,165730.6193,130449.7377,177807.2738,161409.6935,168867.2486,160402.7376,181903.0591,169555.7833,small nuclear ribonucleoprotein 27 (U4/U6.U5) [Source:MGI Symbol;Acc:MGI:1913868],ENSMUSG00000001158,,ENSMUSP00000001186,Q8WVK2,Q8WVK2,SNR27_HUMAN,Q8K194,Q8K194,SNR27_MOUSE
BSG,Bsg,305568.4178,269995.8606,242745.9116,286551.1623,260534.9363,278171.3913,183498.4766,190063.7951,188791.5588,629237.449,714799.417,619647.3855,782678.0558,774483.9934,731873.0419,680794.2446,757681.3103,774254.2369,basigin [Source:MGI Symbol;Acc:MGI:88208],ENSMUSG00000023175,ENSG00000172270,ENSMUSP00000136487,P35613,P35613;R4GMX5;A0A087X2B5;A0A087WUV8;I3L192;R4GN83,BASI_HUMAN,P18572,P18572;K3W4Q8;J3QP71,BASI_MOUSE
FRG1,Frg1,224363.6601,242031.3997,246181.3115,286684.2711,279538.9764,275184.6492,170133.9496,157626.5918,157790.8668,164982.4094,183756.173,163037.0474,203094.4848,195759.4125,199494.507,176769.3176,202343.1272,193826.3595,FSHD region gene 1 [Source:MGI Symbol;Acc:MGI:893597],ENSMUSG00000031590,ENSG00000109536,ENSMUSP00000033999,Q14331,Q14331;E9PRR7,FRG1_HUMAN,P97376,P97376,FRG1_MOUSE
TUBB3,Tubb3,327535.0689,262464.6942,257763.9097,287003.7012,271648.0875,282615.1492,186136.4611,181443.6998,172322.9922,394222.4374,468365.8807,401704.2568,522576.1536,515453.586,488910.5352,445483.6071,460595.912,514884.0061,"tubulin, beta 3 class III [Source:MGI Symbol;Acc:MGI:107813]",ENSMUSG00000062380,ENSG00000258947,ENSMUSP00000071134,Q13509,Q13509;G3V2A3;A0A0B4J269,TBB3_HUMAN,Q9ERD7,Q9ERD7,TBB3_MOUSE
RASL10B,Rasl10b,136508.1645,210657.2853,208323.8933,287615.1502,272107.0001,251727.9751,191654.1413,166202.5545,120573.717,133744.7569,0,134515.6769,102079.3164,129773.0104,122932.5736,115916.4508,0,147338.2047,"RAS-like, family 10, member B [Source:MGI Symbol;Acc:MGI:2685575]",ENSMUSG00000020684,ENSG00000270885,ENSMUSP00000021022,Q96S79,Q96S79,RSLAB_HUMAN,Q5SSG5,Q5SSG5;H3BLI7,RSLAB_MOUSE
WARS1,WARS1,288258.8313,270528.1204,270603.1732,287806.1857,284766.187,270944.7812,181422.8187,179938.466,161696.3812,194100.6565,222412.6337,192802.9762,240369.6635,235840.0605,233431.7052,220131.4599,231876.2387,230149.2605,tryptophanyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:104630],ENSMUSG00000021266,ENSG00000140105,ENSMUSP00000105474,P23381,P23381;G3V3H8;G3V3Y5;G3V277,SYWC_HUMAN,P32921,P32921,SYWC_MOUSE
UBFD1,Ubfd1,284837.613,257140.9977,258854.9084,288006.5018,283799.7611,296717.1391,201093.6502,189996.9626,189874.9887,242569.1726,261869.0737,254452.5543,297444.8777,305367.0465,303098.2145,289660.5093,285820.7113,272670.2399,ubiquitin family domain containing 1 [Source:MGI Symbol;Acc:MGI:107301],ENSMUSG00000030870,ENSG00000103353,ENSMUSP00000033158,O14562,O14562;H3BRL3,UBFD1_HUMAN,Q78JW9,Q78JW9,UBFD1_MOUSE
NDUFS3,Ndufs3,311666.7122,288963.9017,270147.5486,288488.8984,305535.534,298035.2649,175037.9346,188954.6446,176074.5838,189661.9593,201930.2453,191338.5667,223831.5838,216974.4754,212951.0275,215607.2771,210627.0048,222713.3393,NADH:ubiquinone oxidoreductase core subunit S3 [Source:MGI Symbol;Acc:MGI:1915599],ENSMUSG00000005510,ENSG00000213619,,O75489,O75489,NDUS3_HUMAN,Q9DCT2,Q9DCT2,NDUS3_MOUSE
RFC3,Rfc3,324326.2549,279717.0743,270999.4646,289692.935,279516.7422,270217.2222,150023.016,158307.0165,144565.4001,64437.1273,77719.09835,67422.692,82469.57925,81295.7312,81205.88335,73054.2888,72028.75585,79728.8373,replication factor C (activator 1) 3 [Source:MGI Symbol;Acc:MGI:1916513],ENSMUSG00000033970,ENSG00000133119,ENSMUSP00000039621,P40938,P40938,RFC3_HUMAN,Q8R323,Q8R323,RFC3_MOUSE
BZW1,Bzw1,178667.8062,213749.7595,217225.1393,290075.3505,252385.7865,230495.8357,153820.4864,148820.3649,129289.5576,150369.1663,212170.9412,150993.853,169787.3297,167315.3323,167191.9909,157334.9866,198536.7064,219643.1616,basic leucine zipper and W2 domains 1 [Source:MGI Symbol;Acc:MGI:1914132],ENSMUSG00000051223,ENSG00000082153,ENSMUSP00000051935,Q7L1Q6,Q7L1Q6;C9IZ80,BZW1_HUMAN,Q9CQC6,Q9CQC6;A0A087WQS2;A0A087WPF9,BZW1_MOUSE
AKR1A1,Akr1a1,240202.2774,261812.8695,250490.6156,290400.9604,260876.696,270632.489,179977.5451,188790.3313,177025.7841,1064548.397,1101205.463,1060772.573,1219268.517,1133071.951,1155311.791,1165976.286,1191464.327,1212445.922,"aldo-keto reductase family 1, member A1 (aldehyde reductase) [Source:MGI Symbol;Acc:MGI:1929955]",ENSMUSG00000028692,ENSG00000117448,ENSMUSP00000030455,P14550,P14550,AK1A1_HUMAN,Q9JII6,Q9JII6,AK1A1_MOUSE
PDCD10,Pdcd10,198264.4753,250919.8431,240078.7845,291515.0877,323309.6474,325972.2832,178701.8195,181079.461,168375.6551,211298.1117,218383.8798,224242.8456,281453.7529,274534.5765,281238.2258,255683.3363,269183.075,253762.6477,programmed cell death 10 [Source:MGI Symbol;Acc:MGI:1928396],ENSMUSG00000027835,ENSG00000114209,ENSMUSP00000125752,Q9BUL8,Q9BUL8;C9JND6;H7C5M9;C9J932;C9J5C3;C9JSA3;F8WDF3;C9J6F3,PDC10_HUMAN,Q8VE70,Q8VE70;E0CY82,PDC10_MOUSE
SNRPB2,Snrpb2,249198.2196,214456.7915,227043.1166,291890.9711,271217.6479,265709.9316,193711.706,186389.8277,174831.3954,243989.5302,249798.7539,283628.9955,288270.7891,285091.4875,291468.9039,316957.9408,310070.6503,334377.4829,U2 small nuclear ribonucleoprotein B [Source:MGI Symbol;Acc:MGI:104805],ENSMUSG00000008333,ENSG00000125870,ENSMUSP00000008477,P08579,P08579,RU2B_HUMAN,Q9CQI7,Q9CQI7;A2CES4,RU2B_MOUSE
PTPA,Ptpa,264591.4922,260762.8612,233812.082,292111.8546,266473.9169,244813.4918,163561.7517,166812.1107,153396.202,255787.9422,275193.7955,250210.9837,325411.8924,334938.9006,327532.8669,311537.7372,293079.0589,320956.669,protein phosphatase 2 protein activator [Source:MGI Symbol;Acc:MGI:1346006],ENSMUSG00000039515,ENSG00000119383,ENSMUSP00000046837,Q15257,Q15257;A6PVN6;Q5T948;A6PVN5;A6PVN9;C9IZ76;F6WIT2;A6PVN7;Q5T949;A6PVN8,PTPA_HUMAN,P58389,P58389,PTPA_MOUSE
UQCR11,Uqcr11,613445.4884,310461.718,330928.858,293117.5013,293761.6927,334708.5201,151434.6096,161986.2075,146908.8307,162457.285,177064.7754,140149.0645,228694.2266,215432.0883,251332.2651,200733.1937,195284.8718,163269.7519,"ubiquinol-cytochrome c reductase, complex III subunit XI [Source:MGI Symbol;Acc:MGI:1913844]",ENSMUSG00000020163,ENSG00000127540,,O14957,O14957,QCR10_HUMAN,Q9CPX8,Q9CPX8,QCR10_MOUSE
OSTC,Ostc,495266.8048,369892.1119,346192.1697,293429.5644,317290.7373,316291.2327,197798.0458,194252.1812,191516.0875,410459.1251,408425.5183,426175.8372,556197.9153,532844.5628,499427.3664,479109.9061,439623.5654,422973.9783,oligosaccharyltransferase complex subunit (non-catalytic) [Source:MGI Symbol;Acc:MGI:1913607],ENSMUSG00000041084,ENSG00000198856,ENSMUSP00000046480,Q9NRP0,Q9NRP0;A0A087WUD3,OSTC_HUMAN,Q78XF5,Q78XF5,OSTC_MOUSE
ECHS1,Echs1,266694.5551,271302.6321,250774.8912,294143.0416,272251.0686,296101.7824,181899.5149,174356.3727,174781.1162,363978.5153,411334.2655,353245.254,440916.6699,434580.9255,426507.2616,380124.962,428402.1347,420743.3369,"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial [Source:MGI Symbol;Acc:MGI:2136460]",ENSMUSG00000025465,ENSG00000127884,ENSMUSP00000026538,P30084,P30084,ECHM_HUMAN,Q8BH95,Q8BH95,ECHM_MOUSE
DDX17,Ddx17,293941.1426,266138.3448,261743.1495,294876.4069,279673.8993,289590.4143,196058.1678,193246.2187,180984.9829,316581.5511,346231.9693,306474.3219,365069.9179,366361.6759,358424.653,342461.8182,368249.0137,356133.5142,DEAD box helicase 17 [Source:MGI Symbol;Acc:MGI:1914290],ENSMUSG00000055065,ENSG00000100201,ENSMUSP00000055535,Q92841,Q92841;A0A1X7SBZ2;A0A5H1ZRQ2,DDX17_HUMAN,Q501J6,Q501J6;Q3U741;Q3TU25,DDX17_MOUSE
TIMM17B,Timm17b,241942.1112,250866.9386,235207.1418,295634.7667,305584.1287,324333.6232,191996.8236,179765.7633,177519.9256,126593.8521,135497.4553,110906.6544,148056.103,125977.8052,159342.4824,131177.8826,123855.7969,134081.0211,translocase of inner mitochondrial membrane 17b [Source:MGI Symbol;Acc:MGI:1343176],ENSMUSG00000031158,ENSG00000126768,ENSMUSP00000033498,O60830,O60830;V9GYU0;V9GYS0,TI17B_HUMAN,Q9Z0V7,Q9Z0V7,TI17B_MOUSE
